angle_deg,10000.0,20000.0,40000.0,80000.0,160000.0,360000.0,700000.0,1000000.0,2000000.0,5000000.0,10000000.0
0.0,0.036,0.0265,0.0196,0.0147,0.0116,0.0091,0.0077,0.0074,0.007,0.0068,0.0068
1.0,0.0362,0.0267,0.0198,0.0148,0.0117,0.0092,0.0078,0.0075,0.0071,0.0069,0.0068
2.0,0.0366,0.0271,0.0202,0.0151,0.012,0.0094,0.008,0.0076,0.0072,0.007,0.0069
3.0,0.0373,0.0279,0.0209,0.0156,0.0124,0.0098,0.0083,0.00794,0.0075,0.0073,0.0071
4.0,0.0383,0.029,0.0219,0.0168,0.0132,0.0105,0.0089,0.0083,0.0078,0.0075,0.0074
5.0,0.0393,0.0303,0.0232,0.0181,0.0142,0.0114,0.0098,0.0091,0.0083,0.008,0.0077
6.0,0.04,0.041,0.0249,0.0197,0.016,0.0126,0.0108,0.0101,0.009,0.0084,0.0081
7.0,0.051,0.051,0.0267,0.0214,0.0176,0.0143,0.0122,0.0111,0.0098,0.0089,0.0086
8.0,0.064,0.064,0.052,0.0234,0.0193,0.0157,0.0135,0.0126,0.0108,0.0095,0.009
9.0,0.077,0.077,0.077,0.0255,0.0212,0.0173,0.0149,0.0138,0.0121,0.0102,0.0096
10.0,0.091,0.091,0.091,0.0277,0.0233,0.0191,0.0164,0.0152,0.0133,0.0113,0.0103
11.0,0.107,0.107,0.107,0.076,0.0256,0.0211,1.0182,0.0168,0.0146,0.0124,0.0114
12.0,0.123,0.123,0.123,0.123,0.0281,0.0233,0.02,0.0186,0.0161,0.0136,0.0123
13.0,0.14,0.14,0.14,0.14,0.0302,0.0257,0.0221,0.0205,0.0177,0.0149,0.0134
14.0,0.158,0.158,0.158,0.158,0.104,0.0283,0.0244,0.0225,0.0195,0.0164,0.0147
15.0,0.177,0.177,0.177,0.177,0.177,0.0312,0.0269,0.0249,0.0215,0.018,0.0161
16.0,0.196,0.196,0.196,0.196,0.197,0.124,0.0297,0.0275,0.0237,0.0198,0.0176
17.0,0.217,0.217,0.217,0.217,0.217,0.217,0.134,0.0303,0.0261,0.0218,0.0194
18.0,0.238,0.238,0.238,0.238,0.238,0.238,0.238,0.145,0.0288,0.024,0.0213
19.0,0.26,0.26,0.26,0.26,0.26,0.26,0.26,0.26,0.155,0.0265,0.0234
20.0,0.282,0.282,0.282,0.282,0.282,0.282,0.282,0.282,0.282,0.166,0.0257
21.0,0.305,0.305,0.305,0.305,0.305,0.305,0.305,0.305,0.305,0.305,0.177
22.0,0.329,0.329,0.329,0.329,0.329,0.329,0.329,0.329,0.329,0.329,0.329
23.0,0.354,0.354,0.354,0.354,0.354,0.354,0.354,0.354,0.354,0.354,0.354
24.0,0.379,0.379,0.379,0.379,0.379,0.379,0.379,0.379,0.379,0.379,0.379
25.0,0.405,0.405,0.405,0.405,0.405,0.405,0.405,0.405,0.405,0.405,0.405
26.0,0.432,0.432,0.432,0.432,0.432,0.432,0.432,0.432,0.432,0.432,0.432
27.0,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46
30.0,0.57,0.57,0.57,0.57,0.57,0.57,0.57,0.57,0.57,0.57,0.57
35.0,0.745,0.745,0.745,0.745,0.745,0.745,0.745,0.745,0.745,0.745,0.745
40.0,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92
45.0,1.075,1.075,1.075,1.075,1.075,1.075,1.075,1.075,1.075,1.075,1.075
50.0,1.215,1.215,1.215,1.215,1.215,1.215,1.215,1.215,1.215,1.215,1.215
55.0,1.343,1.345,1.345,1.345,1.345,1.345,1.345,1.345,1.345,1.345,1.345
60.0,1.47,1.47,1.47,1.47,1.47,1.47,1.47,1.47,1.47,1.47,1.47
65.0,1.575,1.575,1.575,1.575,1.575,1.575,1.575,1.575,1.575,1.575,1.575
70.0,1.665,1.665,1.665,1.665,1.665,1.665,1.665,1.665,1.665,1.665,1.665
75.0,1.735,1.735,1.735,1.735,1.735,1.735,1.735,1.735,1.735,1.735,1.735
80.0,1.78,1.78,1.78,1.78,1.78,1.78,1.78,1.78,1.78,1.78,1.78
85.0,1.8,1.8,1.80002,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8
90.0,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8
95.0,1.78,1.78,1.78,1.78,1.78,1.78,1.78,1.78,1.78,1.78,1.78
100.0,1.75,1.75,1.75,1.75,1.75,1.75,1.75,1.75,1.75,1.75,1.75
105.0,1.7,1.7,1.7,1.7,1.7,1.7,1.7,1.7,1.7,1.7,1.7
110.0,1.635,1.635,1.635,1.635,1.635,1.635,1.635,1.635,1.635,1.635,1.635
115.0,1.555,1.555,1.555,1.555,1.555,1.555,1.555,1.555,1.555,1.555,1.555
120.0,1.465,1.465,1.465,1.465,1.465,1.465,1.465,1.465,1.465,1.465,1.465
125.0,1.35,1.35,1.35,1.35,1.35,1.35,1.35,1.35,1.35,1.35,1.35
130.0,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225
135.0,1.085,1.085,1.085,1.085,1.085,1.085,1.085,1.085,1.085,1.085,1.085
140.0,0.925,0.925,0.925,0.925,0.925,0.925,0.925,0.925,0.925,0.925,0.925
145.0,0.755,0.755,0.755,0.755,0.755,0.755,0.755,0.755,0.755,0.755,0.755
150.0,0.575,0.575,0.575,0.575,0.575,0.575,0.575,0.575,0.575,0.575,0.575
155.0,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.42
160.0,0.32,0.32,0.32,0.32,0.32,0.32,0.32,0.32,0.32,0.32,0.32
165.0,0.23,0.23,2.3,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23
170.0,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14
175.0,0.055,0.055,0.055,0.055,0.055,0.055,0.055,0.055,0.055,0.055,0.055
180.0,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025
